NomFestival,Envergure,Region,Departement,Commune,CodePostal,Discipline,PeriodeFestival,GeocodageXY
Coup de Projecteur,Départementale,Auvergne-Rhône-Alpes,Allier,Bellerive-sur-Allier,3700,"Arts visuels, arts numériques",Avant-saison (1er janvier - 20 juin),"46.1214944433, 3.39719062136"
En mai pépète lumière fait ce qu'il lui plaît,Régionale,Bourgogne-Franche-Comté,Saône-et-Loire,Cluny,71250,Musique,Avant-saison (1er janvier - 20 juin),"46.4303628582, 4.67033276327"
Festi Domp,,Auvergne-Rhône-Alpes,Allier,Dompierre-sur-Besbre,3290,Musique,Saison (21 juin - 5 septembre),"46.5305895294, 3.67644076991"
Festival opus - opéra lyrique de Gattières,Départementale,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Gattières,6510,Musique,Saison (21 juin - 5 septembre),"43.7652195423, 7.16877468184"
Magic Bus,,Auvergne-Rhône-Alpes,Isère,Grenoble,38000,Musique,Avant-saison (1er janvier - 20 juin),"45.1821215167, 5.72133051752"
FestiJazz,,Normandie,Calvados,Houlgate,14510,Musique,Saison (21 juin - 5 septembre),"49.2974071263, -0.0677562139709"
Art-o-rama,National,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Marseille,13003,"Arts visuels, arts numériques",Saison (21 juin - 5 septembre),"43.296346, 5.369889"
L'Oreille Absolue fait son cirque,,Grand Est,Haut-Rhin,Michelbach-le-Haut,68220,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"47.5627694258, 7.43780573745"
Crashmusette,,Auvergne-Rhône-Alpes,Ardèche,La Voulte-sur-Rhône,7800,Musique,Avant-saison (1er janvier - 20 juin),"44.8015403943, 4.78018830634"
Les 3 Éléphants,,Pays de la Loire,Mayenne,Laval,53000,Musique,Avant-saison (1er janvier - 20 juin),"48.0608565468, -0.766005687142"
Musiques au pays de Gabriel Faure,,Occitanie,Ariège,Pamiers,9100,Musique,Avant-saison (1er janvier - 20 juin),"43.1234860673, 1.61523399037"
Days Off,,Île-de-France,Paris,Paris,75019,Musique,Saison (21 juin - 5 septembre),"48.886868623, 2.38469432787"
Les rendez-vous du lac,,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Marseille,13009,Musique,Saison (21 juin - 5 septembre),"43.296346, 5.369889"
Musiques interdites,Intercommunal international,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Marseille,13002,Musique,Après-saison (6 septembre - 31 décembre),"43.296346, 5.369889"
Copains comme chansons,,Auvergne-Rhône-Alpes,Rhône,Sainte-Foy-l'Argentière,69610,Musique,Après-saison (6 septembre - 31 décembre),"45.7046028711, 4.4705436953"
Saint jazz Cap-Ferrat,,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Saint-Jean-Cap-Ferrat,6230,Musique,Saison (21 juin - 5 septembre),"43.687178893, 7.32993632437"
MaMA,,Île-de-France,Paris,Paris,75019,Musique,Après-saison (6 septembre - 31 décembre),"48.886868623, 2.38469432787"
OFF PARIS,,Île-de-France,Paris,Paris,75010,Musique,Avant-saison (1er janvier - 20 juin),"48.8567, 2.3508"
Rouxteur Festival,,Île-de-France,Seine-Saint-Denis,Saint-Ouen,93400,Pluridisciplinaire,Après-saison (6 septembre - 31 décembre),"48.909806575, 2.33257042205"
Les arts dans la Bulle,,Auvergne-Rhône-Alpes,Allier,Saint-Yorre,3270,Spectacle vivant,Saison (21 juin - 5 septembre),"46.0642575713, 3.46749665689"
Ardenn'Rock,,Grand Est,Ardennes,Signy-l'Abbaye,8460,Musique,Saison (21 juin - 5 septembre),"49.7029435011, 4.40415204398"
Les riches heures musicales de la Rotonde,Internationale,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,Simiane-La-Rotonde,4150,Musique,Saison (21 juin - 5 septembre),"43.9838128235, 5.56248994589"
Salon du livre ancien et d'occasion,Intercommunale,Auvergne-Rhône-Alpes,Allier,Souvigny,3210,"Livre, littérature",Après-saison (6 septembre - 31 décembre),"46.5243440423, 3.18992960249"
Sème la culture,Intercommunale,Grand Est,Ardennes,Renwez,8000,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"49.8491275921, 4.60517090507"
Wolfi Jazz,,Grand Est,Bas-Rhin,Wolfisheim,67202,Musique,Saison (21 juin - 5 septembre),"48.5869426788, 7.66313638698"
Guitare en scène,Régionale,Auvergne-Rhône-Alpes,Haute-Savoie,Saint-Julien-en-Genevois,74160,Musique,Saison (21 juin - 5 septembre),"46.139365545, 6.07881171095"
Festival d'Ambronay,Départementale,Auvergne-Rhône-Alpes,Ain,Ambronay,1500,Musique,Après-saison (6 septembre - 31 décembre),"46.0055913782, 5.35760660735"
Tempo Rives,,Pays de la Loire,Maine-et-Loire,Angers,49000,Musique,Saison (21 juin - 5 septembre),"47.476837416, -0.556125995444"
Marckolswing !,,Grand Est,Bas-Rhin,Sélestat,67600,Musique,Après-saison (6 septembre - 31 décembre),"48.2481136279, 7.46224896454"
Talant international blues festival,Transfrontalière,Bourgogne-Franche-Comté,Côte-d'Or,Talant,21240,Musique,Avant-saison (1er janvier - 20 juin),"47.3388300285, 4.99779516001"
Les jeudis hebraica,Intercommunale,Occitanie,Haute-Garonne,Toulouse,31000,"Arts visuels, arts numériques",Avant-saison (1er janvier - 20 juin),"43.5963814303, 1.43167293364"
Atlantique Jazz Festival,,Bretagne,Finistère,Brest,29200,Musique,Après-saison (6 septembre - 31 décembre),"48.4004997828, -4.5027907853"
Festival du cinéma japonais kinotayo,,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Cannes,6400,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"43.5526202843, 7.00427592728"
Plumiformes,,Occitanie,Tarn,Lautrec,81440,Musique,Avant-saison (1er janvier - 20 juin),"43.7052468491, 2.12929403349"
Music O Teich,,Nouvelle-Aquitaine,Gironde,Le Teich,33470,Musique,Saison (21 juin - 5 septembre),"44.5781043558, -1.02426702104"
Festival de magie,Intercommunale,Pays de la Loire,Vendée,Les Sables-d'Olonne,85100,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"46.5007612799, -1.79255128677"
Jazz et Garonne,,Nouvelle-Aquitaine,Lot-et-Garonne,Marmande,47200,Musique,Après-saison (6 septembre - 31 décembre),"44.5055176845, 0.172174280849"
Piano au Musée Würth,,Grand Est,Bas-Rhin,Erstein,67150,Musique,Après-saison (6 septembre - 31 décembre),"48.4213687934, 7.68523629922"
Les émouvantes,,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Marseille,13006,Musique,Après-saison (6 septembre - 31 décembre),"43.296346, 5.369889"
Festival de Rue de Couarail,,Grand Est,Moselle,Norroy-le-Veneur,57140,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"49.179562869, 6.11099249211"
Le Mans Pop Festival,Départementale,Pays de la Loire,Sarthe,Le Mans,72000,Musique,Avant-saison (1er janvier - 20 juin),"47.9885256718, 0.200030493539"
Attention les feuilles !,,Auvergne-Rhône-Alpes,Haute-Savoie,Meythet,74960,Musique,Après-saison (6 septembre - 31 décembre),"45.8906432566, 6.12551773598"
Les Fadas du balduc,,Occitanie,Lozère,Saint-Étienne-du-Valdonnez,48000,Musique,Avant-saison (1er janvier - 20 juin),"44.4420560828, 3.57373923919"
Zefestival,Régionale,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Nice,6000,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"43.7119992661, 7.23826889465"
La Route du Rock,,Bretagne,Ille-et-Vilaine,Saint-Malo,35400,Musique,Saison (21 juin - 5 septembre),"48.6400443482, -1.98060627256"
Festival de la Chabriole,,Auvergne-Rhône-Alpes,Ardèche,Saint-Michel-de-Chabrillanoux,7360,Musique,Saison (21 juin - 5 septembre),"44.8373734527, 4.61203758015"
Musiques en Vivarais Lignon,Régionale,Auvergne-Rhône-Alpes,Haute-Loire,Tence,43190,Musique,Saison (21 juin - 5 septembre),"45.1133166621, 4.3002040908"
Printemps de septembre,Transfrontalière,Occitanie,Haute-Garonne,Toulouse,31000,Pluridisciplinaire,Après-saison (6 septembre - 31 décembre),"43.5963814303, 1.43167293364"
Foreztival,,Auvergne-Rhône-Alpes,Loire,Trelins,42130,Musique,Saison (21 juin - 5 septembre),"45.7251404881, 4.00078301382"
See you in the Pit,,Occitanie,Hérault,Saint-Jean-de-Vedas,34430,Musique,Saison (21 juin - 5 septembre),"43.5716282319, 3.83221847952"
Rire et magie,,Auvergne-Rhône-Alpes,Ardèche,Saint-Péray,7130,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"44.9410716967, 4.82459034307"
La Poule des Champs,,Grand Est,Marne,Aubérive,51600,Musique,Après-saison (6 septembre - 31 décembre),"49.1972757573, 4.41096827282"
Bresstival,Intercommunale,Bourgogne-Franche-Comté,Jura,Bletterans,39140,Musique,Après-saison (6 septembre - 31 décembre),"46.7316211339, 5.42781411933"
Transfer,Intercommunale,Auvergne-Rhône-Alpes,Métropole de Lyon,Villeurbanne,69100,Musique,Avant-saison (1er janvier - 20 juin),"45.7707704179, 4.88845817426"
Nocturnes d'Opale,,Hauts-de-France,Pas-de-Calais,Boulogne-sur-Mer,62200,Musique,Saison (21 juin - 5 septembre),"50.7271332663, 1.60756334802"
Les folies berruyères,,Centre-Val de Loire,Cher,Bourges,18000,Musique,Après-saison (6 septembre - 31 décembre),"47.0749572013, 2.40417137557"
Rencontres du 9e art,Régionale,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Aix-en-Provence,13100,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"43.5360708378, 5.39857444582"
Altitude jazz festival,Intercommunale,Provence-Alpes-Côte d'Azur,Hautes-Alpes,Briançon,5100,Musique,Avant-saison (1er janvier - 20 juin),"44.8994986041, 6.64947524018"
Festival de l'art russe,,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Cannes,6400,Pluridisciplinaire,Saison (21 juin - 5 septembre),"43.5526202843, 7.00427592728"
La fête à Voltaire,Communale,Auvergne-Rhône-Alpes,Ain,Ferney-Voltaire,1210,Spectacle vivant,Saison (21 juin - 5 septembre),"46.2519789243, 6.10826403805"
Les rumeurs de l'établi,,Provence-Alpes-Côte d'Azur,Hautes-Alpes,Gap,5000,Musique,Avant-saison (1er janvier - 20 juin),"44.5798600596, 6.06486052138"
Musical'océan Été,,Nouvelle-Aquitaine,Gironde,Lacanau,33680,Musique,Saison (21 juin - 5 septembre),"44.983404414, -1.10810794832"
Festival Résistances,,Occitanie,Ariège,Foix,9000,"Cinéma, audiovisuel",saison (21 juin - 5 septembre),"42.9658502274, 1.61037495894"
Été culturel du château de montmaur,,Provence-Alpes-Côte d'Azur,Hautes-Alpes,Gap,5000,Musique,Saison (21 juin - 5 septembre),"44.5798600596, 6.06486052138"
Festival des Cafés,,Grand Est,Ardennes,Launois-sur-Vence,8430,Musique,Avant-saison (1er janvier - 20 juin),"49.6645721589, 4.52730784056"
La messe de minuit,,Auvergne-Rhône-Alpes,Métropole de Lyon,Lyon,69000,Musique,Après-saison (6 septembre - 31 décembre),"45.759723, 4.842223"
Eole Factory Festival,,Île-de-France,Yvelines,Mantes-la-Jolie,78200,Musique,Après-saison (6 septembre - 31 décembre),"48.9981665392, 1.69337806821"
Entre-deux biennales du cirque,,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Marseille,13015,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"43.296346, 5.369889"
Respire Jazz Festival,,Nouvelle-Aquitaine,Charente,Montmoreau,16190,Musique,Saison (21 juin - 5 septembre),"45.4225777872, 0.127349505692"
Percufolies,Intercommunale,Centre-Val de Loire,Indre-et-Loire,Ligueil,37240,Musique,Après-saison (6 septembre - 31 décembre),"47.0423190397, 0.817374235768"
Les inclassables,,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Nice,6000,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"43.7119992661, 7.23826889465"
SEPT OFF - Festival de la photographie méditerranéenne,,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Nice,6300,"Arts visuels, arts numériques",Après-saison (6 septembre - 31 décembre),"43.7119992661, 7.23826889465"
La Nuit De l'Erdre,,Pays de la Loire,Loire-Atlantique,Nort-sur-Erdre,44390,Musique,Saison (21 juin - 5 septembre),"47.447122285, -1.51824792558"
Jazz au Moulin,Départementale,Centre-Val de Loire,Loiret,Olivet,45160,Musique,Après-saison (6 septembre - 31 décembre),"47.8546997503, 1.88823884753"
Les rencontres à l'échelle,Départementale,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Marseille,13003,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"43.296346, 5.369889"
Festival de Street Photography,,Île-de-France,Paris,Paris,75012,"Arts visuels, arts numériques",Après-saison (6 septembre - 31 décembre),"48.8351562307, 2.41980703497"
Red Bull Music Festival Paris,,Île-de-France,Paris,Paris,75018,Musique,Après-saison (6 septembre - 31 décembre),"48.8927350746, 2.34871193387"
En bonne voix,,Nouvelle-Aquitaine,Gironde,Pessac,33600,Musique,Saison (21 juin - 5 septembre),"44.7915990521, -0.676303166277"
Fotofever,,Île-de-France,Paris,Paris,75001,"Arts visuels, arts numériques",Avant-saison (1er janvier - 20 juin),"48.8626304852, 2.33629344655"
Lâcher d'Artistes,,Île-de-France,Paris,Paris,75011,Musique,Avant-saison (1er janvier - 20 juin),"48.8567, 2.3508"
Perros Jazz Festival,,Bretagne,Côtes-d'Armor,Perros-Guirec,22700,Musique,Après-saison (6 septembre - 31 décembre),"48.8094393417, -3.46769227891"
Les Zef et Mer,,Bretagne,Côtes-d'Armor,Plérin,22190,Musique,Avant-saison (1er janvier - 20 juin),"48.5441732134, -2.77004635921"
Festival des arts,,Auvergne-Rhône-Alpes,Ardèche,Saint-Agrève,7320,Musique,Saison (21 juin - 5 septembre),"45.0052980637, 4.41285687419"
Festival médiéval de Sedan,,Grand Est,Ardennes,Sedan,8200,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"49.697058875, 4.9298505244"
Musique à Beauregard,,Auvergne-Rhône-Alpes,Haute-Savoie,Thônes,74230,Musique,Saison (21 juin - 5 septembre),"45.8852613668, 6.31953220709"
L'enfance de l'art,Départementale,Auvergne-Rhône-Alpes,Ardèche,Saint-Péray,7130,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"44.9410716967, 4.82459034307"
Festival occitan Festen'oc,,Occitanie,Ariège,Saurat,9400,Spectacle vivant,Saison (21 juin - 5 septembre),"42.883738441, 1.50479848751"
Gospel touch,,Occitanie,Haute-Garonne,Tournefeuille,31170,Musique,Avant-saison (1er janvier - 20 juin),"43.5781918597, 1.33500697752"
Urbi & Orbi,,Grand Est,Ardennes,Sedan,8200,"Arts visuels, arts numériques",Avant-saison (1er janvier - 20 juin),"49.697058875, 4.9298505244"
Accordéons Nous,,Nouvelle-Aquitaine,Lot-et-Garonne,Trentels,47140,Musique,Avant-saison (1er janvier - 20 juin),"44.4456964361, 0.863931953648"
Fêtes gourmandes escoffier,,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Villeneuve-Loubet,6270,Pluridisciplinaire,Après-saison (6 septembre - 31 décembre),"43.6492560734, 7.10728434873"
Contes et autres langages,,Auvergne-Rhône-Alpes,Ardèche,Villevocance,7690,"Livre, littérature",Après-saison (6 septembre - 31 décembre),"45.2257853403, 4.59519658449"
Festival d'humour,,Auvergne-Rhône-Alpes,Ain,Villieu-Loyes-Mollon,1450,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"45.932014998, 5.22953071636"
Corsica polar,Régional,Corse,Corse-du-Sud,Ajaccio,20000,"Cinéma, audiovisuel",Saison (21 juin - 5 septembre),"41.9347926638, 8.70132275974"
Festival international de la BD,Régional,Corse,Corse-du-Sud,Ajaccio,20000,"Livre, littérature",Après-saison (6 septembre - 31 décembre),"41.9347926638, 8.70132275974"
Les pontons flingueurs,Intercommunale,Auvergne-Rhône-Alpes,Haute-Savoie,Annecy,74000,"Livre, littérature",Saison (21 juin - 5 septembre),"45.8906432566, 6.12551773598"
Les musical'été,,Auvergne-Rhône-Alpes,Haute-Savoie,Annemasse,74100,Musique,Saison (21 juin - 5 septembre),"46.1909730986, 6.24250704322"
Les tréteaux de nuit,,Provence-Alpes-Côte d'Azur,Vaucluse,Apt,84400,Spectacle vivant,Saison (21 juin - 5 septembre),"43.879393265, 5.38921757843"
Team Peace Festival,,Pays de la Loire,Mayenne,Argentré,53210,Musique,Avant-saison (1er janvier - 20 juin),"48.0906663644, -0.632122843282"
Festival d'art Contemporain Festiv'arts,,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Arros-de-Nay,64800,"Arts visuels, arts numériques",Avant-saison (1er janvier - 20 juin),"43.1823198948, -0.294968827477"
Festival international de photographie chambre07,,Auvergne-Rhône-Alpes,Ardèche,Aubenas,7200,"Arts visuels, arts numériques",Après-saison (6 septembre - 31 décembre),"44.6102127084, 4.39638981424"
Festival d'art choral : Cantagora,,Bourgogne-Franche-Comté,Saône-et-Loire,Autun,71400,Musique,Saison (21 juin - 5 septembre),"46.945536773, 4.31060069532"
Caractères,Transfrontalière,Bourgogne-Franche-Comté,Yonne,Auxerre,89000,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"47.793488225, 3.58168281761"
École du spectateur - théâtre de rencontres,,Provence-Alpes-Côte d'Azur,Vaucluse,Avignon,84095,Spectacle vivant,Saison (21 juin - 5 septembre),"43.9352448339, 4.84071572505"
Les Automnales de l'Orgue,,Provence-Alpes-Côte d'Azur,Vaucluse,Avignon,84140,Musique,Après-saison (6 septembre - 31 décembre),"43.9352448339, 4.84071572505"
Les hivernales,Internationale,Provence-Alpes-Côte d'Azur,Vaucluse,Avignon,84000,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"43.9352448339, 4.84071572505"
Appel d'air,,Centre-Val de Loire,Loir-et-Cher,Azé,41100,Pluridisciplinaire,Saison (21 juin - 5 septembre),"47.8570277979, 0.997062059366"
Festival Piano Pic,,Occitanie,Hautes-Pyrénées,Bagnères-De-Bigorre,65200,Musique,Saison (21 juin - 5 septembre),"42.9758668859, 0.132640694318"
Festival Escambis,Régionale,Occitanie,Lot,Bannes,46400,"Livre, littérature",avant-saison (1er janvier - 20 juin),"44.8140344075, 1.91798481725"
Complètement Barges,,Bourgogne-Franche-Comté,Côte-d'Or,Barges,21910,Musique,Saison (21 juin - 5 septembre),"47.2092455725, 5.05951734595"
Les eauditives,Départementale,Provence-Alpes-Côte d'Azur,Var,Barjols,83670,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"43.5523879362, 5.98777049612"
Festa Maio,,Corse,Corse-du-Sud,Bastia,20200,Musique,Saison (21 juin - 5 septembre),"42.6864768806, 9.42502133338"
Côté Jardin,Intercommunale,Centre-Val de Loire,Indre-et-Loire,Beaulieu-lès-Loches,37600,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"47.1281892877, 1.02294110179"
Festival l'Estival Musical,,Normandie,Calvados,Bénouville,14970,Musique,Saison (21 juin - 5 septembre),"49.2437018681, -0.287859699989"
Festival Overlook,,Nouvelle-Aquitaine,Dordogne,Bergerac,24100,Musique,Après-saison (6 septembre - 31 décembre),"44.8543751872, 0.486529423457"
Résidence Nomade,,Nouvelle-Aquitaine,Dordogne,Bergerac,24100,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"44.8543751872, 0.486529423457"
Concert épicurien de la Vache Folle,,Bretagne,Morbihan,Berric,56230,Musique,Après-saison (6 septembre - 31 décembre),"47.6385230566, -2.52752927952"
Mardis des rives,Intercommunale,Bourgogne-Franche-Comté,Doubs,Besançon,25000,Musique,Saison (21 juin - 5 septembre),"47.2553872249, 6.01948696494"
Fleurs de Lave,,Auvergne-Rhône-Alpes,Puy-de-Dôme,Besse-et-Saint-Anastaise,63610,"Arts visuels, arts numériques",Saison (21 juin - 5 septembre),"45.4967792648, 2.90703862997"
Lis Tes Ratures,,Nouvelle-Aquitaine,Gironde,Beychac-et-Caillau,33750,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"44.8720986802, -0.371061505246"
Euroclassic,,Grand Est,Moselle,Bitche,57230,Musique,Saison (21 juin - 5 septembre),"49.0473471719, 7.459601871"
Festival Vagabonde,,Nouvelle-Aquitaine,Gironde,Bordeaux,33000,Pluridisciplinaire,Avant-saison (1er janvier - 20 juin),"44.8572445351, -0.57369678116"
Marché de la Poésie,,Nouvelle-Aquitaine,Gironde,Bordeaux,33000,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"44.8572445351, -0.57369678116"
Musical Écran,,Nouvelle-Aquitaine,Gironde,Bordeaux,33000,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"44.8572445351, -0.57369678116"
Printemps des Abers,,Bretagne,Finistère,Brest,29200,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"48.4004997828, -4.5027907853"
Festival de L'Escabeau,,Centre-Val de Loire,Loiret,Briare,45250,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"47.6450008152, 2.74519258713"
Beautiful Swamp blues,Intercommunale,Hauts-de-France,Pas-de-Calais,Calais,62100,Musique,Après-saison (6 septembre - 31 décembre),"50.9502072754, 1.87575566132"
Festival International d'Orgue de Carnac,,Bretagne,Morbihan,Carnac,56340,Musique,Saison (21 juin - 5 septembre),"47.608433163, -3.06973611145"
Salon du Livre de Cavignac,,Nouvelle-Aquitaine,Gironde,Cavignac,33620,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"45.096401427, -0.381910358061"
Les Estivales d'Artenetra,,Nouvelle-Aquitaine,Deux-Sèvres,Celles-sur-Belle,79370,Musique,Saison (21 juin - 5 septembre),"46.2405369288, -0.218181064771"
Festival Jazz360,,Nouvelle-Aquitaine,Gironde,Cénac,33360,Musique,Avant-saison (1er janvier - 20 juin),"44.7826946723, -0.456684447802"
Les Planches,Départementale,Occitanie,Pyrénées-Orientales,Céret,66400,Spectacle vivant,Saison (21 juin - 5 septembre),"42.4739622057, 2.75268021455"
